student_id,class_id,term_id,subject_id,assessment_type,score
196,5,2,1,exam,38.95
196,5,2,6,test,66.89
196,5,2,6,homework,71.75
196,5,2,6,exam,70.11
196,5,3,23,test,64.55
196,5,3,23,homework,76.2
196,5,3,23,exam,59.77
196,5,3,8,test,66.02
196,5,3,8,homework,56.24
196,5,3,8,exam,98.23
196,5,3,11,test,18.56
196,5,3,11,homework,10.89
196,5,3,11,exam,29.2
196,5,3,24,test,58.95
196,5,3,24,homework,62.09
196,5,3,24,exam,83.36
196,5,3,5,test,84.47
196,5,3,5,homework,85.01
196,5,3,5,exam,85.74
196,5,3,4,test,14.62
196,5,3,4,homework,15.57
196,5,3,4,exam,14.35
196,5,3,13,test,61.08
196,5,3,13,homework,63.43
196,5,3,13,exam,48.13
196,5,3,2,test,20.6
196,5,3,2,homework,17.74
196,5,3,2,exam,35.73
196,5,3,1,test,62.15
196,5,3,1,homework,63.98
196,5,3,1,exam,86.19
196,5,3,6,test,69.11
196,5,3,6,homework,88.38
196,5,3,6,exam,63.39
196,6,1,23,test,41.96
196,6,1,23,homework,40.8
196,6,1,23,exam,52.31
196,6,1,8,test,64.45
196,6,1,8,homework,93.85
196,6,1,8,exam,78.43
196,6,1,11,test,56.05
196,6,1,11,homework,73.87
196,6,1,11,exam,96.17
196,6,1,24,test,19.75
196,6,1,24,homework,21.92
196,6,1,24,exam,33.47
196,6,1,5,test,47.58
196,6,1,5,homework,69.77
196,6,1,5,exam,67.88
196,6,1,4,test,43.63
196,6,1,4,homework,42.31
196,6,1,4,exam,44.7
196,6,1,13,test,6.81
196,6,1,13,homework,8.3
196,6,1,13,exam,11.81
196,6,1,2,test,31.91
196,6,1,2,homework,39.57
196,6,1,2,exam,39.94
196,6,1,1,test,33.99
196,6,1,1,homework,34.62
196,6,1,1,exam,51.1
196,6,1,6,test,48.71
196,6,1,6,homework,47.84
196,6,1,6,exam,50.97
16,1,1,22,test,9.79
16,1,1,22,homework,7.84
16,1,1,22,exam,3.22
16,1,1,21,test,38.8
16,1,1,21,homework,35.21
16,1,1,21,exam,44.84
16,1,1,10,test,17.16
16,1,1,10,homework,18.17
16,1,1,10,exam,33.8
16,1,1,3,test,38.5
16,1,1,3,homework,53.87
16,1,1,3,exam,41.26
16,1,1,6,test,51.79
16,1,1,6,homework,81.19
16,1,1,6,exam,61.83
16,1,1,2,test,58.67
16,1,1,2,homework,75.4
16,1,1,2,exam,79.01
16,1,1,4,test,56.12
16,1,1,4,homework,55.35
16,1,1,4,exam,48.03
16,1,1,13,test,19.84
16,1,1,13,homework,36.44
16,1,1,13,exam,48.6
16,1,1,1,test,18.76
16,1,1,1,homework,26.46
16,1,1,1,exam,15.52
16,1,1,5,test,13.09
16,1,1,5,homework,12.88
16,1,1,5,exam,27.11
16,1,2,22,test,40.01
16,1,2,22,homework,33.62
16,1,2,22,exam,48.67
16,1,2,21,test,36.6
16,1,2,21,homework,47.88
16,1,2,21,exam,50.62
16,1,2,10,test,37.42
16,1,2,10,homework,49.66
16,1,2,10,exam,51.28
16,1,2,3,test,37.21
16,1,2,3,homework,33.88
16,1,2,3,exam,55.94
16,1,2,6,test,76.39
16,1,2,6,homework,68.84
16,1,2,6,exam,93.17
16,1,2,2,test,31.62
16,1,2,2,homework,45.9
16,1,2,2,exam,43.96
16,1,2,4,test,15.72
16,1,2,4,homework,15.5
16,1,2,4,exam,6.24
16,1,2,13,test,63.04
16,1,2,13,homework,63.26
16,1,2,13,exam,83.32
16,1,2,1,test,45.67
16,1,2,1,homework,68.57
16,1,2,1,exam,56.86
16,1,2,5,test,32.56
16,1,2,5,homework,61.72
16,1,2,5,exam,64.37
16,1,3,22,test,21.25
16,1,3,22,homework,20.9
16,1,3,22,exam,38.37
16,1,3,21,test,50.21
16,1,3,21,homework,55.71
16,1,3,21,exam,58.66
16,1,3,10,test,20.73
16,1,3,10,homework,23.11
16,1,3,10,exam,37.01
16,1,3,3,test,29.29
16,1,3,3,homework,37.41
16,1,3,3,exam,34.03
16,1,3,6,test,57.16
16,1,3,6,homework,53.67
16,1,3,6,exam,85.66
16,1,3,2,test,37.0
16,1,3,2,homework,46.96
16,1,3,2,exam,36.14
16,1,3,4,test,42.22
16,1,3,4,homework,52.62
16,1,3,4,exam,65.35
16,1,3,13,test,17.15
16,1,3,13,homework,27.91
16,1,3,13,exam,27.0
16,1,3,1,test,21.55
16,1,3,1,homework,26.42
16,1,3,1,exam,28.43
16,1,3,5,test,74.9
16,1,3,5,homework,73.34
16,1,3,5,exam,74.22
16,2,1,22,test,47.11
16,2,1,22,homework,47.48
16,2,1,22,exam,47.58
16,2,1,21,test,70.92
16,2,1,21,homework,76.25
16,2,1,21,exam,86.36
16,2,1,10,test,20.97
16,2,1,10,homework,35.51
16,2,1,10,exam,30.16
16,2,1,3,test,50.99
16,2,1,3,homework,53.97
16,2,1,3,exam,57.85
16,2,1,6,test,27.05
16,2,1,6,homework,39.51
16,2,1,6,exam,44.7
16,2,1,2,test,11.02
16,2,1,2,homework,19.48
16,2,1,2,exam,18.82
16,2,1,4,test,60.09
16,2,1,4,homework,61.55
16,2,1,4,exam,73.07
16,2,1,13,test,46.89
16,2,1,13,homework,47.79
16,2,1,13,exam,56.15
16,2,1,1,test,62.76
16,2,1,1,homework,67.56
16,2,1,1,exam,82.22
16,2,1,5,test,59.53
16,2,1,5,homework,73.02
16,2,1,5,exam,64.06
16,2,2,22,test,65.81
16,2,2,22,homework,71.36
16,2,2,22,exam,88.43
16,2,2,21,test,10.77
16,2,2,21,homework,7.76
16,2,2,21,exam,11.76
16,2,2,10,test,49.06
16,2,2,10,homework,69.72
16,2,2,10,exam,50.69
16,2,2,3,test,34.6
16,2,2,3,homework,47.59
16,2,2,3,exam,62.0
16,2,2,6,test,42.01
16,2,2,6,homework,49.98
16,2,2,6,exam,76.57
16,2,2,2,test,63.21
16,2,2,2,homework,70.98
16,2,2,2,exam,70.66
16,2,2,4,test,48.8
16,2,2,4,homework,82.02
16,2,2,4,exam,93.83
16,2,2,13,test,19.76
16,2,2,13,homework,10.97
16,2,2,13,exam,11.32
16,2,2,1,test,58.13
16,2,2,1,homework,78.79
16,2,2,1,exam,100.0
16,2,2,5,test,13.43
16,2,2,5,homework,22.6
16,2,2,5,exam,22.48
16,2,3,22,test,27.97
16,2,3,22,homework,47.66
16,2,3,22,exam,44.47
16,2,3,21,test,18.43
16,2,3,21,homework,16.38
16,2,3,21,exam,24.75
16,2,3,10,test,59.56
16,2,3,10,homework,75.2
16,2,3,10,exam,78.25
16,2,3,3,test,49.89
16,2,3,3,homework,39.05
16,2,3,3,exam,64.47
16,2,3,6,test,19.99
16,2,3,6,homework,25.01
16,2,3,6,exam,25.94
16,2,3,2,test,41.53
16,2,3,2,homework,52.85
16,2,3,2,exam,73.02
16,2,3,4,test,75.67
16,2,3,4,homework,72.07
16,2,3,4,exam,58.01
16,2,3,13,test,33.89
16,2,3,13,homework,43.05
16,2,3,13,exam,35.6
16,2,3,1,test,58.51
16,2,3,1,homework,79.3
16,2,3,1,exam,76.65
16,2,3,5,test,19.86
16,2,3,5,homework,31.92
16,2,3,5,exam,24.2
16,3,1,22,test,5.09
16,3,1,22,homework,12.22
16,3,1,22,exam,8.48
16,3,1,21,test,13.29
16,3,1,21,homework,15.64
16,3,1,21,exam,24.43
16,3,1,10,test,50.19
16,3,1,10,homework,73.15
16,3,1,10,exam,67.02
16,3,1,3,test,65.53
16,3,1,3,homework,55.09
16,3,1,3,exam,72.15
16,3,1,6,test,20.59
16,3,1,6,homework,17.04
16,3,1,6,exam,18.46
16,3,1,2,test,56.79
16,3,1,2,homework,98.16
16,3,1,2,exam,72.81
16,3,1,4,test,58.94
16,3,1,4,homework,73.58
16,3,1,4,exam,88.85
16,3,1,13,test,17.13
16,3,1,13,homework,23.88
16,3,1,13,exam,25.6
16,3,1,1,test,55.91
16,3,1,1,homework,76.51
16,3,1,1,exam,89.91
16,3,1,5,test,11.25
16,3,1,5,homework,9.83
16,3,1,5,exam,19.1
16,4,1,22,test,42.64
16,4,1,22,homework,39.59
16,4,1,22,exam,50.04
16,4,1,21,test,51.06
16,4,1,21,homework,50.31
16,4,1,21,exam,81.4
16,4,1,10,test,65.38
16,4,1,10,homework,61.12
16,4,1,10,exam,67.68
16,4,1,3,test,53.83
16,4,1,3,homework,68.54
16,4,1,3,exam,51.82
16,4,1,6,test,29.2
16,4,1,6,homework,53.67
16,4,1,6,exam,45.44
16,4,1,2,test,71.1
16,4,1,2,homework,88.42
16,4,1,2,exam,69.05
16,4,1,4,test,29.09
16,4,1,4,homework,32.15
16,4,1,4,exam,28.1
16,4,1,13,test,41.9
16,4,1,13,homework,39.73
16,4,1,13,exam,51.49
16,4,1,1,test,15.84
16,4,1,1,homework,26.14
16,4,1,1,exam,30.73
16,4,1,5,test,15.96
16,4,1,5,homework,19.71
16,4,1,5,exam,15.65
16,4,2,22,test,30.38
16,4,2,22,homework,27.85
16,4,2,22,exam,35.49
16,4,2,21,test,18.36
16,4,2,21,homework,21.67
16,4,2,21,exam,22.33
16,4,2,10,test,25.59
16,4,2,10,homework,50.85
16,4,2,10,exam,45.18
16,4,2,3,test,72.57
16,4,2,3,homework,77.21
16,4,2,3,exam,90.2
16,4,2,6,test,12.66
16,4,2,6,homework,19.83
16,4,2,6,exam,25.03
16,4,2,2,test,21.5
16,4,2,2,homework,41.03
16,4,2,2,exam,33.31
16,4,2,4,test,15.06
16,4,2,4,homework,13.0
16,4,2,4,exam,15.24
16,4,2,13,test,50.48
16,4,2,13,homework,43.52
16,4,2,13,exam,48.73
16,4,2,1,test,48.12
16,4,2,1,homework,61.87
16,4,2,1,exam,58.81
16,4,2,5,test,43.53
16,4,2,5,homework,37.9
16,4,2,5,exam,57.37
16,4,3,22,test,25.13
16,4,3,22,homework,26.2
16,4,3,22,exam,24.84
16,4,3,21,test,25.48
16,4,3,21,homework,28.01
16,4,3,21,exam,20.8
16,4,3,10,test,43.18
16,4,3,10,homework,66.93
16,4,3,10,exam,39.34
16,4,3,3,test,83.5
16,4,3,3,homework,90.05
16,4,3,3,exam,98.6
16,4,3,6,test,59.71
16,4,3,6,homework,87.0
16,4,3,6,exam,59.43
16,4,3,2,test,28.89
16,4,3,2,homework,38.64
16,4,3,2,exam,41.78
16,4,3,4,test,52.15
16,4,3,4,homework,93.39
16,4,3,4,exam,100.0
16,4,3,13,test,5.37
16,4,3,13,homework,7.76
16,4,3,13,exam,11.01
16,4,3,1,test,26.12
16,4,3,1,homework,35.72
16,4,3,1,exam,35.55
16,4,3,5,test,27.84
16,4,3,5,homework,34.8
16,4,3,5,exam,33.92
16,5,1,22,test,46.51
16,5,1,22,homework,74.62
16,5,1,22,exam,51.71
16,5,1,21,test,22.34
16,5,1,21,homework,29.58
16,5,1,21,exam,31.42
16,5,1,10,test,25.65
16,5,1,10,homework,32.49
16,5,1,10,exam,30.61
16,5,1,3,test,54.83
16,5,1,3,homework,73.6
16,5,1,3,exam,86.23
16,5,1,6,test,5.95
16,5,1,6,homework,11.07
16,5,1,6,exam,7.62
16,5,1,2,test,27.77
16,5,1,2,homework,29.59
16,5,1,2,exam,25.85
16,5,1,4,test,10.33
16,5,1,4,homework,9.18
16,5,1,4,exam,7.46
16,5,1,13,test,72.71
16,5,1,13,homework,63.37
16,5,1,13,exam,99.1
16,5,1,1,test,16.46
16,5,1,1,homework,17.29
16,5,1,1,exam,14.03
16,5,1,5,test,36.98
16,5,1,5,homework,39.74
16,5,1,5,exam,33.75
16,5,2,22,test,38.61
16,5,2,22,homework,48.41
16,5,2,22,exam,63.08
16,5,2,21,test,54.13
16,5,2,21,homework,65.7
16,5,2,21,exam,75.43
16,5,2,10,test,32.79
16,5,2,10,homework,38.36
16,5,2,10,exam,35.1
16,5,2,3,test,70.73
16,5,2,3,homework,75.2
16,5,2,3,exam,90.13
16,5,2,6,test,50.04
16,5,2,6,homework,67.86
16,5,2,6,exam,58.74
16,5,2,2,test,56.59
16,5,2,2,homework,82.02
16,5,2,2,exam,74.95
16,5,2,4,test,16.53
16,5,2,4,homework,25.6
16,5,2,4,exam,18.89
16,5,2,13,test,44.42
16,5,2,13,homework,67.29
16,5,2,13,exam,52.96
16,5,2,1,test,41.63
16,5,2,1,homework,35.93
16,5,2,1,exam,43.5
16,5,2,5,test,7.48
16,5,2,5,homework,7.1
16,5,2,5,exam,9.38
16,5,3,22,test,62.63
16,5,3,22,homework,93.15
16,5,3,22,exam,90.55
16,5,3,21,test,70.27
16,5,3,21,homework,71.76
16,5,3,21,exam,67.18
16,5,3,10,test,28.34
16,5,3,10,homework,26.81
16,5,3,10,exam,26.34
16,5,3,3,test,79.21
16,5,3,3,homework,89.88
16,5,3,3,exam,70.37
16,5,3,6,test,62.85
16,5,3,6,homework,60.4
16,5,3,6,exam,83.16
16,5,3,2,test,17.73
16,5,3,2,homework,25.25
16,5,3,2,exam,34.76
16,5,3,4,test,7.01
16,5,3,4,homework,8.99
16,5,3,4,exam,12.24
16,5,3,13,test,52.92
16,5,3,13,homework,75.49
16,5,3,13,exam,81.61
16,5,3,1,test,40.07
16,5,3,1,homework,59.14
16,5,3,1,exam,45.52
16,5,3,5,test,68.4
16,5,3,5,homework,60.48
16,5,3,5,exam,100.0
16,6,1,22,test,7.44
16,6,1,22,homework,20.93
16,6,1,22,exam,22.97
16,6,1,21,test,27.89
16,6,1,21,homework,19.56
16,6,1,21,exam,27.73
16,6,1,10,test,41.09
16,6,1,10,homework,61.29
16,6,1,10,exam,58.13
16,6,1,3,test,62.53
16,6,1,3,homework,82.67
16,6,1,3,exam,64.67
16,6,1,6,test,61.37
16,6,1,6,homework,50.04
16,6,1,6,exam,68.95
16,6,1,2,test,36.29
16,6,1,2,homework,55.89
16,6,1,2,exam,35.46
16,6,1,4,test,46.4
16,6,1,4,homework,50.41
16,6,1,4,exam,45.91
16,6,1,13,test,10.79
16,6,1,13,homework,6.18
16,6,1,13,exam,13.9
16,6,1,1,test,48.03
16,6,1,1,homework,46.8
16,6,1,1,exam,48.79
16,6,1,5,test,63.43
16,6,1,5,homework,58.64
16,6,1,5,exam,56.93
258,1,1,23,test,50.45
258,1,1,23,homework,69.44
258,1,1,23,exam,78.64
258,1,1,8,test,42.81
258,1,1,8,homework,51.97
258,1,1,8,exam,67.05
258,1,1,11,test,35.69
258,1,1,11,homework,57.23
258,1,1,11,exam,56.55
258,1,1,24,test,11.2
258,1,1,24,homework,6.83
258,1,1,24,exam,10.91
258,1,1,5,test,12.21
258,1,1,5,homework,12.05
258,1,1,5,exam,22.08
258,1,1,4,test,52.79
258,1,1,4,homework,52.41
258,1,1,4,exam,63.15
258,1,1,13,test,38.54
258,1,1,13,homework,42.08
258,1,1,13,exam,49.85
258,1,1,2,test,59.76
258,1,1,2,homework,89.35
258,1,1,2,exam,89.38
258,1,1,1,test,19.97
258,1,1,1,homework,18.63
258,1,1,1,exam,30.82
258,1,1,6,test,48.86
258,1,1,6,homework,61.74
258,1,1,6,exam,73.49
258,1,2,23,test,18.8
258,1,2,23,homework,43.04
258,1,2,23,exam,33.25
258,1,2,8,test,55.91
258,1,2,8,homework,57.87
258,1,2,8,exam,56.52
258,1,2,11,test,37.72
258,1,2,11,homework,49.68
258,1,2,11,exam,44.5
258,1,2,24,test,92.59
258,1,2,24,homework,71.88
258,1,2,24,exam,69.66
258,1,2,5,test,44.53
258,1,2,5,homework,46.84
258,1,2,5,exam,52.51
258,1,2,4,test,9.78
258,1,2,4,homework,13.09
258,1,2,4,exam,19.93
258,1,2,13,test,69.69
258,1,2,13,homework,94.6
258,1,2,13,exam,100.0
258,1,2,2,test,38.02
258,1,2,2,homework,44.39
258,1,2,2,exam,38.39
258,1,2,1,test,48.55
258,1,2,1,homework,63.22
258,1,2,1,exam,48.83
258,1,2,6,test,62.19
258,1,2,6,homework,62.57
258,1,2,6,exam,54.64
258,1,3,23,test,64.8
258,1,3,23,homework,81.24
258,1,3,23,exam,71.53
258,1,3,8,test,44.9
258,1,3,8,homework,46.69
258,1,3,8,exam,49.77
258,1,3,11,test,40.77
258,1,3,11,homework,36.78
258,1,3,11,exam,51.19
258,1,3,24,test,78.96
258,1,3,24,homework,61.22
258,1,3,24,exam,75.35
258,1,3,5,test,63.14
258,1,3,5,homework,74.29
258,1,3,5,exam,68.26
258,1,3,4,test,37.81
258,1,3,4,homework,48.2
258,1,3,4,exam,37.42
258,1,3,13,test,27.3
258,1,3,13,homework,22.06
258,1,3,13,exam,32.87
258,1,3,2,test,50.04
258,1,3,2,homework,50.98
258,1,3,2,exam,45.29
258,1,3,1,test,22.55
258,1,3,1,homework,25.95
258,1,3,1,exam,25.21
258,1,3,6,test,50.54
258,1,3,6,homework,58.29
258,1,3,6,exam,64.09
258,2,1,23,test,74.49
258,2,1,23,homework,85.1
258,2,1,23,exam,74.35
258,2,1,8,test,23.2
258,2,1,8,homework,19.12
258,2,1,8,exam,21.21
258,2,1,11,test,57.26
258,2,1,11,homework,50.33
258,2,1,11,exam,54.13
258,2,1,24,test,68.03
258,2,1,24,homework,88.82
258,2,1,24,exam,100.0
258,2,1,5,test,55.15
258,2,1,5,homework,75.24
258,2,1,5,exam,79.05
258,2,1,4,test,41.79
258,2,1,4,homework,59.55
258,2,1,4,exam,47.94
258,2,1,13,test,42.94
258,2,1,13,homework,57.61
258,2,1,13,exam,72.76
